// Monsters Additional Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

// rAthena Dev Team
//1900,VALARIS,Valaris,Valaris,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1901,VALARIS_WORSHIPPER,Valaris's Worshipper,Valaris's Worshipper,50,8578,0,2706,1480,1,487,590,15,25,1,75,55,1,93,45,10,12,0,6,27,0x1685,100,868,480,120,0,0,0,0,0,0,0,923,500,984,63,1464,2,607,50,610,100,503,300,2405,50,0,0,0,0,4129,1
//1902,MC_CAMERI,MC Cameri,MC Cameri,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1903,POKI,Poki#3,Poki#3,99,1349000,0,4093000,1526000,9,4892,9113,22,35,1,180,39,67,193,130,10,12,1,7,64,0x1973,120,500,672,480,92100,603,5500,617,3000,1723,1000,1228,100,1236,500,617,2500,1234,75,1237,125,1722,250,1724,100,1720,50,0,0,0,0
//1904,SENTRY,Sentry,Sentry,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1

// Custom Hollow Poring (overrrides/collides with META_ANDRE)
//1237,HOLLOW_PORING,Hollow Poring,Hollow Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,10
// Custom Fire Poring. Warning, Colides with META_DENIRO
//1239,FIRE_PORING,Fire Poring,Fire Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x131,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,741,5,619,20,0,0,0,0,4001,20

// Lunar New Year 2008 Event Monster overrides
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1145,MARTIN,Martin,Martin,18,1109,0,134,86,1,52,63,0,5,12,18,30,15,15,5,10,12,0,2,42,0x81,300,1480,480,480,0,0,0,0,0,0,0,1017,9000,1018,500,1251,10,2225,5,5009,1,10010,10,2224,15,7869,1500,0,0,4046,1
//1175,TAROU,Tarou,Tarou,11,284,0,57,28,1,34,45,0,0,1,20,11,10,24,5,10,12,0,2,27,0x91,150,1744,1044,684,0,0,0,0,0,0,0,1016,9000,919,3000,949,800,528,1000,701,2,7869,2500,0,0,0,0,0,0,4028,1
//1209,CRAMP,Cramp,Cramp,56,4720,0,2300,1513,1,395,465,0,5,1,85,35,5,65,60,10,12,0,2,45,0x3095,100,1000,500,1000,0,0,0,0,0,0,0,7007,4656,528,1000,726,80,746,110,568,250,510,70,984,95,7869,1500,0,0,4296,1

// iRO St. Patricks Day 2008 Event Monster overrides
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1841,G_SNAKE_,Snake Lord's Minon,Snake Lord's Minon,15,471,0,72,48,1,46,55,0,0,1,15,15,10,35,5,10,12,1,2,22,0x81,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1842,G_ANACONDAQ_,Snake Lord's Minon,Snake Lord's Minon,23,1109,0,300,149,1,124,157,0,0,1,23,28,10,36,5,10,12,1,2,25,0x91,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1843,SIDE_WINDER_,Snake Lord's Minon,Snake Lord's Minon,43,4929,0,1996,993,1,240,320,5,10,38,43,40,15,115,20,10,12,1,2,25,0x3095,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1844,G_ISIS_,Snake Lord's Minon,Snake Lord's Minon,47,7003,0,3709,1550,1,423,507,10,35,38,65,43,50,66,15,10,12,2,6,27,0x3195,200,1384,768,336,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,8,0,0,0,0,0,0,0,0,0,0,0,0

// iRO Christmas 2008 Event
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1244,JAKK_XMAS,Christmas Jakk,Christmas Jakk,38,3581,0,1113,688,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x81,200,1180,480,648,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1245,GOBLINE_XMAS,Christmas Goblin,Christmas Goblin,25,1176,0,282,171,1,118,140,10,5,1,53,25,20,38,45,10,12,1,7,24,0x81,100,1120,620,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1246,COOKIE_XMAS,Christmas Cookie,Christmas Cookie,28,2090,0,461,284,1,140,170,0,50,1,24,30,53,45,100,10,12,0,7,46,0x91,400,1248,1248,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1247,ANTONIO,Antonio,Antonio,10,10,0,3,2,1,13,20,100,0,1,1,1,50,100,100,10,12,1,3,66,0xC1,100,720,720,432,0,0,0,0,0,0,0,604,500,12354,500,14550,500,5136,500,12132,500,12225,500,5811,500,0,0,0,0,4243,1

// iRO Halloween 2009 Event
// Uncomment if event is enabled. Uncomment the skills for Halloween Whisper in mob_skill_db2.
//3014,HALLOWEEN_WHISPER,Halloween Whisper,Halloween Whisper,1,800,0,0,0,1,10,13,0,45,1,51,14,0,60,0,10,12,0,6,68,0x81,150,1960,960,504,0,0,0,0,0,0,0,12396,150,6299,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//3015,HALLOWEEN_DARK_LORD,Halloween Dark Lord,Halloween Dark Lord,1,45,0,0,0,1,10,13,0,45,1,51,14,0,60,0,10,12,2,6,89,0x81,100,868,768,480,0,0,0,0,0,0,0,12396,800,12397,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// iRO Halloween 2008 Event
// Uncomment if event is enabled.
//3000,ZOMBIE,Zombie,Zombie,15,534,0,50,33,1,67,79,0,10,1,8,7,0,15,0,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,957,9000,724,5,938,1000,958,50,727,70,0,0,0,0,0,0,0,0,4038,1
//3001,GHOUL,Ghoul,Ghoul,40,5418,0,1088,622,1,420,500,5,20,1,20,29,0,45,20,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,958,6000,756,110,509,700,511,800,2609,60,934,150,1260,1,0,0,0,0,4110,1
//3002,ZOMBIE_MASTER,Zombie Master,Zombie Master,62,14211,0,7610,2826,1,824,1084,37,26,25,20,30,5,77,35,10,12,1,1,29,0x3695,175,2612,912,288,0,0,0,0,0,0,0,7071,4413,938,1500,958,1500,723,200,727,100,1260,1,2324,2,0,0,0,0,4274,1

// EDDA Instances
20536,MD_ED_B_YGNIZEM,Nameless Swordsman,Nameless Swordsman,180,75000000,1,1500000000,900000000,1,5030,7310,585,235,290,227,254,219,429,186,10,14,1,7,43,538757,145,576,432,288,67500000,0,0,0,0,0,0,25786,1,25787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20537,MD_ED_YGNIZEM,Nameless Swordsman,Nameless Swordsman,176,1519762,1,6217200,4352040,1,4422,6422,340,109,246,207,216,186,364,129,10,14,1,7,43,14469,145,576,432,288,0,0,0,0,0,0,0,7347,1,25127,1,25128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20538,MD_ED_EREND,Nameless Acolyte,Nameless Acolyte,176,1500486,1,4090200,2863140,1,3085,4485,278,113,109,81,127,205,185,81,10,14,1,7,46,14469,145,576,432,288,0,0,0,0,0,0,0,7347,1,6820,1,25127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20539,MD_ED_ARMAIA,Nameless Merchant,Nameless Merchant,175,1507840,1,4323060,3026130,1,3951,5751,397,103,176,73,121,93,206,81,10,14,1,7,43,14469,145,576,432,288,0,0,0,0,0,0,0,25127,1,7347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20541,MD_ED_LGTHIGHGUARD,Rekenber Senior Guard,Rekenber Senior Guard,174,1475486,1,4052040,2836410,9,3161,4561,339,98,187,218,87,110,251,106,10,14,1,7,40,14469,145,576,432,288,0,0,0,0,0,0,0,608,1,7347,1,607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20542,MD_ED_LGTGUARD,Rekenber Guard,Rekenber Guard,176,1475486,1,5700690,3990480,1,3067,4409,346,96,207,100,75,110,251,88,10,14,1,7,40,14469,145,576,432,288,0,0,0,0,0,0,0,7347,1,607,1,608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20543,MD_ED_M_SCIENCE,Rengenschirm Scientist,Rengenschirm Scientist,172,1469107,1,4006620,2804640,1,2950,4292,346,96,94,96,91,277,236,74,10,14,1,7,40,14469,145,576,432,288,0,0,0,0,0,0,0,7347,1,607,1,608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Illusion Moonlight
3758,ILL_MOONLIGHT,Angry Moonlight ,Angry Moonlight ,118,4300000,0,3508905,2468975,1,4185,6136,254,181,166,205,150,167,290,240,10,14,1,6,63,103298709,150,976,587,288,667670,0,0,0,0,0,0,638,600,1648,1000,1234,1000,1479,1000,1525,150,10008,5000,0,0,0,0,0,0,27081,1
3759,ILL_NINE_TAIL,Angry Nine Tail,Angry Nine Tail,116,21875,1,3472,6705,1,1009,1395,95,40,121,73,64,42,212,100,10,14,1,2,63,14997,150,840,540,480,0,0,0,0,0,0,0,1022,1000,25256,1000,25272,1000,746,500,604,200,6223,10,0,0,0,0,0,0,27082,1
3760,ILL_MUNAK,Resentful Munak,Resentful Munak,110,17728,0,787,1675,1,721,986,77,20,103,18,50,20,66,30,10,14,1,1,29,12949,180,1678,768,288,0,0,0,0,0,0,0,23228,1000,23228,1000,12197,500,609,100,7935,200,2264,10,609,100,0,0,0,0,27085,1
3761,ILL_BON_GUN,Resentful Bongun ,Resentful Bongun ,112,19050,0,1795,985,1,897,1127,88,20,125,52,49,22,78,40,12,14,1,1,29,12949,180,1578,768,288,0,0,0,0,0,0,0,23228,1000,7014,200,5046,10,7938,1000,609,100,7277,200,0,0,0,0,0,0,27083,1
3762,ILL_SOHEE,Resentful Sohee,Resentful Sohee,114,22400,0,1200,2470,1,859,1169,83,84,122,49,49,40,84,56,10,14,1,6,41,12945,230,1812,912,576,0,0,0,0,0,0,0,15012,30,2277,25,1049,250,25257,1000,7932,200,6144,750,0,0,0,0,0,0,27084,1
3763,ILL_ARCHER_SKELETON,Angry Soldier,Angry Soldier,115,20840,0,1047,2792,9,787,1094,47,20,60,61,30,20,101,12,10,14,1,1,29,8341,280,2236,864,576,0,0,0,0,0,0,0,25258,1000,6223,100,2285,25,7937,200,7938,750,0,0,0,0,0,0,0,0,27086,1
3764,ILL_HIGHWIZARD,Wizard of Truth ,Wizard of Truth ,118,121847,0,14750,19237,1,1799,2590,60,121,101,89,60,215,255,124,10,14,1,1,27,33567381,150,1182,384,288,0,0,0,0,0,0,0,716,10000,715,10000,14514,250,14513,250,699,500,0,0,0,0,0,0,0,0,27087,1
3765,ILL_FURY_HERO,Illusion Hero,Illusion Hero,117,24089,0,0,0,1,965,1300,340,60,180,42,126,66,149,50,10,14,1,1,29,33566869,150,564,384,288,0,0,0,0,0,0,0,25259,1000,7938,7500,12734,1000,12738,500,930,10000,1093,5000,0,0,0,0,0,0,27088,1

// Illusion Vampire
3750,ILL_DRAINLIAR,Starved Drainliar,Matte Drainliar,131,42246,1,3928,3769,1,1241,496,150,45,91,129,96,92,168,90,10,12,0,2,47,12433,250,1276,576,384,0,0,0,0,0,0,0,25263,500,913,3000,6223,175,0,0,0,0,7006,1500,0,0,0,0,0,0,27102,1
3751,ILL_ZOMBIE_C,Undead Zombie,Undead Zombie,133,53926,1,4189,3947,1,1445,578,90,24,175,90,192,14,184,14,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,25267,400,724,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27103,1
3752,ILL_ZOMBIE,Illusion Zombie,Illusion Zombie,130,40984,1,3621,3177,1,1205,482,60,20,150,70,160,7,150,7,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,957,9000,724,5,938,1000,958,50,727,70,25267,400,25266,125,0,0,0,0,27103,1
3753,ILL_GHOUL,Illusion Ghoul,Illusion Ghoul,136,67379,1,4422,3937,1,1413,566,78,30,156,42,109,101,99,30,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,958,6000,756,110,509,700,25264,500,25266,250,934,150,28508,1,28023,2,25267,400,27103,1
3754,ILL_NIGHTMARE,Sweet Nightmare,Sweet Nightmare,69,61334,1,4023,4022,1,1310,524,116,30,144,94,84,50,189,68,10,12,2,6,48,0x2003295,150,1816,816,432,0,0,0,0,0,0,0,944,6000,510,500,25270,500,603,30,505,100,2898,2,984,60,28022,1,0,0,27101,1
3755,ILL_BLACK_MUSHROOM,Illusion Black Mushroom,Illusion Black Mushroom,130,150000,0,2437,2284,1,1,1,418,99,0,0,150,103,0,88,7,12,0,3,22,2097152,2000,768,1,1,0,0,0,0,0,0,0,25265,500,921,500,5082,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3756,ILL_BOMI,Bomi,Bomi,98,378510,1,15034,13533,1,3709,1484,69,66,97,70,49,129,125,91,10,12,1,7,49,0x3885,130,864,400,288,0,0,0,0,0,0,0,25261,500,7321,500,591,500,2343,100,1643,200,969,50,20098,1,0,0,0,0,27105,1
3757,ILL_DRACULA,Enraged Dracula,Enraged Dracula,75,6909690,1,2682753,1817882,3,6396,1812,252,146,195,239,88,201,194,195,10,12,2,6,87,0x6283695,145,1290,1140,576,156240,28510,30,6470,500,12246,300,25262,500,2039,150,18149,250,20840,150,28509,50,28612,100,1943,300,0,0,0,0,27104,1
